n_guided,n_free,feeders_1,feeders_2,drop_1,drop_2,is_guided_1,is_guided_2,is_guided_3,is_guided_4,is_guided_5,is_guided_6,is_guided_7,is_guided_8,is_guided_9,is_guided_10,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,releasetime_1,releasetime_2,filename,date,time,delaytime,folderdate,rat,foldername,n_games,str_date,str_time,datetime,version,homebase15
3,6,4,6,3,5,1,1,1,0,0,0,0,0,0,NaN,4,4,4,4,4,4,4,4,4,NaN,3,3,3,3,3,3,3,3,3,NaN,100,100,Game1,20201210,102338,0,121020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121020,274,20201210,102338,10-Dec-2020 10:23:38,ee_alterhb,1
3,1,2,8,3,3,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,8,NaN,NaN,NaN,NaN,NaN,NaN,3,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201210,102338,0,121020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121020,274,20201210,102338,10-Dec-2020 10:23:38,ee_alterhb,2
3,6,4,6,1,2,1,1,1,0,0,0,0,0,0,NaN,4,4,4,4,4,4,4,4,4,NaN,1,1,1,1,1,1,1,1,1,NaN,100,100,Game1,20201210,102338,0,121020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121020,274,20201210,102338,10-Dec-2020 10:23:38,ee_alterhb,1
3,1,2,8,0,3,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,8,8,8,8,NaN,NaN,NaN,NaN,NaN,NaN,3,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201210,102338,0,121020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121020,274,20201210,102338,10-Dec-2020 10:23:38,ee_alterhb,2
3,6,4,6,4,0,1,1,1,0,0,0,0,0,0,NaN,6,6,6,4,4,4,4,4,4,NaN,0,0,0,4,4,4,4,4,4,NaN,100,100,Game1,20201210,102338,0,121020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121020,274,20201210,102338,10-Dec-2020 10:23:38,ee_alterhb,1
3,1,2,8,3,0,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,8,8,8,2,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,3,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201210,102338,0,121020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121020,274,20201210,102338,10-Dec-2020 10:23:38,ee_alterhb,2
3,6,4,6,4,2,1,1,1,0,0,0,0,0,0,NaN,6,6,6,4,4,4,4,4,4,NaN,2,2,2,4,4,4,4,4,4,NaN,100,100,Game1,20201210,102338,0,121020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121020,274,20201210,102338,10-Dec-2020 10:23:38,ee_alterhb,1
3,1,2,8,4,5,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,8,8,8,8,NaN,NaN,NaN,NaN,NaN,NaN,5,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201210,102338,0,121020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121020,274,20201210,102338,10-Dec-2020 10:23:38,ee_alterhb,2
3,6,4,6,1,0,1,1,1,0,0,0,0,0,0,NaN,4,4,4,4,4,4,4,4,6,NaN,1,1,1,1,1,1,1,1,0,NaN,100,100,Game1,20201210,102338,0,121020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121020,274,20201210,102338,10-Dec-2020 10:23:38,ee_alterhb,1
3,1,2,8,2,4,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,8,8,8,8,NaN,NaN,NaN,NaN,NaN,NaN,4,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201210,102338,0,121020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121020,274,20201210,102338,10-Dec-2020 10:23:38,ee_alterhb,2
3,6,4,6,4,1,1,1,1,0,0,0,0,0,0,NaN,4,4,4,4,4,4,4,4,4,NaN,4,4,4,4,4,4,4,4,4,NaN,100,100,Game1,20201210,102338,0,121020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121020,274,20201210,102338,10-Dec-2020 10:23:38,ee_alterhb,1
3,1,2,8,5,2,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,8,8,8,2,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,5,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201210,102338,0,121020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121020,274,20201210,102338,10-Dec-2020 10:23:38,ee_alterhb,2
3,6,4,6,2,2,1,1,1,0,0,0,0,0,0,NaN,6,6,6,6,4,4,4,4,4,NaN,2,2,2,2,2,2,2,2,2,NaN,100,100,Game1,20201210,102338,0,121020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121020,274,20201210,102338,10-Dec-2020 10:23:38,ee_alterhb,1
3,1,2,8,1,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,8,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201210,102338,0,121020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121020,274,20201210,102338,10-Dec-2020 10:23:38,ee_alterhb,2
3,6,4,6,4,4,1,1,1,0,0,0,0,0,0,NaN,6,6,6,4,4,4,4,4,4,NaN,4,4,4,4,4,4,4,4,4,NaN,100,100,Game1,20201210,102338,0,121020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121020,274,20201210,102338,10-Dec-2020 10:23:38,ee_alterhb,1
3,1,2,8,4,3,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,8,NaN,NaN,NaN,NaN,NaN,NaN,4,4,4,3,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201210,102338,0,121020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121020,274,20201210,102338,10-Dec-2020 10:23:38,ee_alterhb,2
3,6,4,6,3,5,1,1,1,0,0,0,0,0,0,NaN,6,6,6,4,4,6,4,6,6,NaN,5,5,5,3,3,5,3,5,5,NaN,100,100,Game1,20201210,102338,0,121020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121020,274,20201210,102338,10-Dec-2020 10:23:38,ee_alterhb,1
3,1,2,8,3,2,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,8,8,8,2,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,3,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201210,102338,0,121020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121020,274,20201210,102338,10-Dec-2020 10:23:38,ee_alterhb,2
3,6,4,6,1,3,1,1,1,0,0,0,0,0,0,NaN,6,6,6,4,4,4,6,4,6,NaN,3,3,3,1,1,1,3,1,3,NaN,100,100,Game1,20201210,102338,0,121020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121020,274,20201210,102338,10-Dec-2020 10:23:38,ee_alterhb,1
3,6,4,6,3,4,1,1,1,0,0,0,0,0,0,NaN,6,6,6,4,4,4,4,4,4,NaN,4,4,4,3,3,3,3,3,3,NaN,100,100,Game1,20201211,161120,0,121120,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121120,218,20201211,161120,11-Dec-2020 16:11:20,ee_alterhb,1
3,1,2,8,1,5,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,8,8,8,8,NaN,NaN,NaN,NaN,NaN,NaN,5,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201211,161120,0,121120,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121120,218,20201211,161120,11-Dec-2020 16:11:20,ee_alterhb,2
3,6,4,6,5,1,1,1,1,0,0,0,0,0,0,NaN,6,6,6,4,4,4,4,4,4,NaN,1,1,1,5,5,5,5,5,5,NaN,100,100,Game1,20201211,161120,0,121120,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121120,218,20201211,161120,11-Dec-2020 16:11:20,ee_alterhb,1
3,1,2,8,5,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,8,8,8,8,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201211,161120,0,121120,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121120,218,20201211,161120,11-Dec-2020 16:11:20,ee_alterhb,2
3,6,4,6,4,3,1,1,1,0,0,0,0,0,0,NaN,4,4,4,4,4,4,4,4,4,NaN,4,4,4,4,4,4,4,4,4,NaN,100,100,Game1,20201211,161120,0,121120,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121120,218,20201211,161120,11-Dec-2020 16:11:20,ee_alterhb,1
3,1,2,8,2,5,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,8,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,5,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201211,161120,0,121120,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121120,218,20201211,161120,11-Dec-2020 16:11:20,ee_alterhb,2
3,6,4,6,3,4,1,1,1,0,0,0,0,0,0,NaN,4,4,4,4,4,4,4,4,4,NaN,3,3,3,3,3,3,3,3,3,NaN,100,100,Game1,20201211,161120,0,121120,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121120,218,20201211,161120,11-Dec-2020 16:11:20,ee_alterhb,1
3,1,2,8,0,3,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,8,8,8,8,NaN,NaN,NaN,NaN,NaN,NaN,3,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201211,161120,0,121120,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121120,218,20201211,161120,11-Dec-2020 16:11:20,ee_alterhb,2
3,6,4,6,5,3,1,1,1,0,0,0,0,0,0,NaN,6,6,6,4,4,4,4,6,4,NaN,3,3,3,5,5,5,5,3,5,NaN,100,100,Game1,20201211,161120,0,121120,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121120,218,20201211,161120,11-Dec-2020 16:11:20,ee_alterhb,1
3,1,2,8,3,4,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,8,NaN,NaN,NaN,NaN,NaN,NaN,3,3,3,4,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201211,161120,0,121120,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121120,218,20201211,161120,11-Dec-2020 16:11:20,ee_alterhb,2
3,6,4,6,1,5,1,1,1,0,0,0,0,0,0,NaN,6,6,6,4,6,4,4,4,4,NaN,5,5,5,1,5,1,1,1,1,NaN,100,100,Game1,20201211,161120,0,121120,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121120,218,20201211,161120,11-Dec-2020 16:11:20,ee_alterhb,1
3,1,2,8,2,3,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,8,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,3,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201211,161120,0,121120,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121120,218,20201211,161120,11-Dec-2020 16:11:20,ee_alterhb,2
3,6,4,6,4,1,1,1,1,0,0,0,0,0,0,NaN,6,6,6,4,4,4,4,4,4,NaN,1,1,1,4,4,4,4,4,4,NaN,100,100,Game1,20201211,161120,0,121120,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121120,218,20201211,161120,11-Dec-2020 16:11:20,ee_alterhb,1
3,1,2,8,4,3,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,8,NaN,NaN,NaN,NaN,NaN,NaN,4,4,4,3,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201211,161120,0,121120,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121120,218,20201211,161120,11-Dec-2020 16:11:20,ee_alterhb,2
3,6,4,6,1,1,1,1,1,0,0,0,0,0,0,NaN,4,4,4,6,6,6,4,6,4,NaN,1,1,1,1,1,1,1,1,1,NaN,100,100,Game1,20201211,161120,0,121120,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121120,218,20201211,161120,11-Dec-2020 16:11:20,ee_alterhb,1
3,6,4,6,3,1,1,1,1,0,0,0,0,0,0,NaN,4,4,4,4,4,6,4,4,4,NaN,3,3,3,3,3,1,3,3,3,NaN,100,100,Game1,20201214,94908,0,121420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121420,302,20201214,94908,14-Dec-2020 09:49:08,ee_alterhb,1
3,1,2,8,4,4,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,4,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201214,94908,0,121420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121420,302,20201214,94908,14-Dec-2020 09:49:08,ee_alterhb,2
3,6,4,6,5,5,1,1,1,0,0,0,0,0,0,NaN,6,6,6,4,4,4,4,4,4,NaN,5,5,5,5,5,5,5,5,5,NaN,100,100,Game1,20201214,94908,0,121420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121420,302,20201214,94908,14-Dec-2020 09:49:08,ee_alterhb,1
3,1,2,8,4,4,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,8,NaN,NaN,NaN,NaN,NaN,NaN,4,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201214,94908,0,121420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121420,302,20201214,94908,14-Dec-2020 09:49:08,ee_alterhb,2
3,6,4,6,4,5,1,1,1,0,0,0,0,0,0,NaN,4,4,4,4,4,4,4,4,4,NaN,4,4,4,4,4,4,4,4,4,NaN,100,100,Game1,20201214,94908,0,121420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121420,302,20201214,94908,14-Dec-2020 09:49:08,ee_alterhb,1
3,1,2,8,2,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,8,8,8,2,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201214,94908,0,121420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121420,302,20201214,94908,14-Dec-2020 09:49:08,ee_alterhb,2
3,6,4,6,3,2,1,1,1,0,0,0,0,0,0,NaN,4,4,4,4,4,6,6,4,4,NaN,3,3,3,3,3,2,2,3,3,NaN,100,100,Game1,20201214,94908,0,121420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121420,302,20201214,94908,14-Dec-2020 09:49:08,ee_alterhb,1
3,1,2,8,3,5,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,8,8,8,8,NaN,NaN,NaN,NaN,NaN,NaN,5,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201214,94908,0,121420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121420,302,20201214,94908,14-Dec-2020 09:49:08,ee_alterhb,2
3,6,4,6,4,2,1,1,1,0,0,0,0,0,0,NaN,4,4,4,4,6,6,4,4,6,NaN,4,4,4,4,2,2,4,4,2,NaN,100,100,Game1,20201214,94908,0,121420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121420,302,20201214,94908,14-Dec-2020 09:49:08,ee_alterhb,1
3,1,2,8,2,4,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,8,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,4,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201214,94908,0,121420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121420,302,20201214,94908,14-Dec-2020 09:49:08,ee_alterhb,2
3,6,4,6,1,4,1,1,1,0,0,0,0,0,0,NaN,4,4,4,6,4,4,4,6,6,NaN,1,1,1,4,1,1,1,4,4,NaN,100,100,Game1,20201214,94908,0,121420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121420,302,20201214,94908,14-Dec-2020 09:49:08,ee_alterhb,1
3,1,2,8,2,3,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,8,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,3,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201214,94908,0,121420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121420,302,20201214,94908,14-Dec-2020 09:49:08,ee_alterhb,2
3,6,4,6,2,1,1,1,1,0,0,0,0,0,0,NaN,6,6,6,4,4,6,6,4,4,NaN,1,1,1,2,2,1,1,2,2,NaN,100,100,Game1,20201214,94908,0,121420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121420,302,20201214,94908,14-Dec-2020 09:49:08,ee_alterhb,1
3,1,2,8,3,3,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,8,NaN,NaN,NaN,NaN,NaN,NaN,3,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201214,94908,0,121420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121420,302,20201214,94908,14-Dec-2020 09:49:08,ee_alterhb,2
3,6,4,6,4,0,1,1,1,0,0,0,0,0,0,NaN,6,6,6,4,4,4,4,4,4,NaN,0,0,0,4,4,4,4,4,4,NaN,100,100,Game1,20201214,94908,0,121420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121420,302,20201214,94908,14-Dec-2020 09:49:08,ee_alterhb,1
3,1,2,8,2,0,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,8,8,8,8,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201214,94908,0,121420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121420,302,20201214,94908,14-Dec-2020 09:49:08,ee_alterhb,2
3,6,4,6,4,1,1,1,1,0,0,0,0,0,0,NaN,6,6,6,4,4,4,4,6,4,NaN,1,1,1,4,4,4,4,1,4,NaN,100,100,Game1,20201214,94908,0,121420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121420,302,20201214,94908,14-Dec-2020 09:49:08,ee_alterhb,1
3,1,2,8,4,2,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,8,8,8,2,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,4,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201214,94908,0,121420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121420,302,20201214,94908,14-Dec-2020 09:49:08,ee_alterhb,2
3,6,4,6,2,1,1,1,1,0,0,0,0,0,0,NaN,4,4,4,6,4,4,4,6,4,NaN,2,2,2,1,2,2,2,1,2,NaN,100,100,Game1,20201214,94908,0,121420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121420,302,20201214,94908,14-Dec-2020 09:49:08,ee_alterhb,1
3,1,2,8,3,3,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,8,NaN,NaN,NaN,NaN,NaN,NaN,3,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201214,94908,0,121420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121420,302,20201214,94908,14-Dec-2020 09:49:08,ee_alterhb,2
3,6,4,6,2,0,1,1,1,0,0,0,0,0,0,NaN,6,6,6,4,4,4,6,4,4,NaN,0,0,0,2,2,2,0,2,2,NaN,100,100,Game1,20201214,94908,0,121420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/121420,302,20201214,94908,14-Dec-2020 09:49:08,ee_alterhb,1
4,6,4,6,1,5,1,1,1,1,0,0,0,0,0,0,4,4,6,4,4,6,6,6,6,6,1,1,5,1,1,5,5,5,5,5,100,100,Game1,20200629,135549,0,62920,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/062920 ,263,20200629,135549,29-Jun-2020 13:55:49,ee_alterhb,1
4,1,2,8,3,1,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,8,2,2,2,2,NaN,NaN,NaN,NaN,NaN,1,3,3,3,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200629,135549,0,62920,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/062920 ,263,20200629,135549,29-Jun-2020 13:55:49,ee_alterhb,2
4,6,4,6,5,2,1,1,1,1,0,0,0,0,0,0,4,4,4,4,6,6,6,4,6,4,5,5,5,5,2,2,2,5,2,5,100,100,Game1,20200629,135549,0,62920,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/062920 ,263,20200629,135549,29-Jun-2020 13:55:49,ee_alterhb,1
4,1,2,8,1,3,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,8,8,2,2,8,NaN,NaN,NaN,NaN,NaN,3,3,1,1,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200629,135549,0,62920,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/062920 ,263,20200629,135549,29-Jun-2020 13:55:49,ee_alterhb,2
4,6,4,6,4,2,1,1,1,1,0,0,0,0,0,0,6,6,4,6,6,4,4,4,4,4,2,2,4,2,2,4,4,4,4,4,100,100,Game1,20200629,135549,0,62920,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/062920 ,263,20200629,135549,29-Jun-2020 13:55:49,ee_alterhb,1
4,1,2,8,2,0,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,2,8,8,2,NaN,NaN,NaN,NaN,NaN,2,2,0,0,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200629,135549,0,62920,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/062920 ,263,20200629,135549,29-Jun-2020 13:55:49,ee_alterhb,2
4,6,4,6,5,0,1,1,1,1,0,0,0,0,0,0,4,6,6,6,4,4,4,4,4,4,5,0,0,0,5,5,5,5,5,5,100,100,Game1,20200629,135549,0,62920,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/062920 ,263,20200629,135549,29-Jun-2020 13:55:49,ee_alterhb,1
4,1,2,8,3,4,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,8,2,2,8,8,NaN,NaN,NaN,NaN,NaN,4,3,3,4,4,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200629,135549,0,62920,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/062920 ,263,20200629,135549,29-Jun-2020 13:55:49,ee_alterhb,2
4,6,4,6,4,1,1,1,1,1,0,0,0,0,0,0,6,4,4,6,4,4,4,4,4,4,1,4,4,1,4,4,4,4,4,4,100,100,Game1,20200629,135549,0,62920,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/062920 ,263,20200629,135549,29-Jun-2020 13:55:49,ee_alterhb,1
4,1,2,8,2,0,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,2,2,2,8,2,NaN,NaN,NaN,NaN,NaN,2,2,2,0,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200629,135549,0,62920,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/062920 ,263,20200629,135549,29-Jun-2020 13:55:49,ee_alterhb,2
4,6,4,6,2,5,1,1,1,1,0,0,0,0,0,0,4,4,6,4,4,4,4,4,4,4,2,2,5,2,2,2,2,2,2,2,100,100,Game1,20200629,135549,0,62920,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/062920 ,263,20200629,135549,29-Jun-2020 13:55:49,ee_alterhb,1
4,1,2,8,4,1,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,8,8,8,2,2,NaN,NaN,NaN,NaN,NaN,1,1,1,4,4,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20200629,135549,0,62920,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/062920 ,263,20200629,135549,29-Jun-2020 13:55:49,ee_alterhb,2
4,6,4,6,3,5,1,1,1,1,0,0,0,0,0,0,4,6,4,6,6,4,4,4,4,4,3,5,3,5,5,3,3,3,3,3,100,100,Game1,20200629,135549,0,62920,Ratzo ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Ratzo/RawData/062920 ,263,20200629,135549,29-Jun-2020 13:55:49,ee_alterhb,1
